
Cycle 1
Physical Cycle 1
Step 1

Time (s),          Potential (V),         Current (A)
7.199744224548     -5.432036876678     -0.009999754839     


Cycle 1
Physical Cycle 1
Step 2

Time (s),          Potential (V),         Current (A)
539.980773925781     -0.999990999699     -0.003322245786     
547.180541992188     -1.000000953674     -0.003311310196     
554.380310058594     -0.999990999699     -0.003300795099     
561.580017089844     -0.999990999699     -0.003290174762     
568.779785156250     -1.000000953674     -0.003278502962     
575.979492187500     -1.000000953674     -0.003266726155     
583.179260253906     -0.999990999699     -0.003255685326     
590.379028320313     -1.000000953674     -0.003244434018     
597.578735351563     -0.999990999699     -0.003234339645     
604.778503417969     -1.000000953674     -0.003224665765     
611.978210449219     -1.000000953674     -0.003216043347     
619.177978515625     -1.000000953674     -0.003207000438     
626.377746582031     -1.000000953674     -0.003198062535     
633.577453613281     -1.000000953674     -0.003189440118     
640.777221679688     -1.000012040138     -0.003179976484     
647.976989746094     -1.000012040138     -0.003170512849     
655.176696777344     -1.000012040138     -0.003160944209     
662.376464843750     -1.000012040138     -0.003151585814     
669.576171875000     -1.000012040138     -0.003143383889     
676.775939941406     -1.000012040138     -0.003135182196     
683.975708007813     -1.000012040138     -0.003127190750     
691.175415039063     -1.000012040138     -0.003118883818     
698.375183105469     -1.000012040138     -0.003110156162     
705.574890136719     -1.000012040138     -0.003101744223     
712.774658203125     -1.000012040138     -0.003093332052     
719.974426269531     -1.000012040138     -0.003084709635     
727.174133300781     -1.000012040138     -0.003076192457     
734.373901367188     -1.000012040138     -0.003067780519     
741.573608398438     -1.000012040138     -0.003059052862     
748.773376464844     -1.000022053719     -0.003050220199     
755.973144531250     -1.000012040138     -0.003041597782     
